Date,Fish_Type,Supply_Kg,Price_Per_Kg,Fuel_price,Ice_price_per_block,,,
2025/4/19,Bangus (Milk Fish),72 kg,200,52.2,160,,,
2025/4/19,Bariles (Yellow Fin Tuna),706 kg,250,52.2,160,,,
2025/4/19,Culisi (Nemipterid),"2,181 Kg",140,52.2,160,,,
2025/4/19,Galunggong (Round Scad),"1,631 kg",180,52.2,160,,,
2025/4/19,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.2,160,,,
2025/4/19,Lapu-lapu (Grouper),16 kg,300,52.2,160,,,
2025/4/19,Malasugi (Blue Marlin),795 kg,310,52.2,160,,,
2025/4/19,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.2,160,,,
2025/4/19,Maya-maya (Snapper),19 kg,200,52.2,160,,,
2025/4/19,Mulmul (Parrot Fish),102 kg,180,52.2,160,,,
2025/4/19,Samaral (Siganid),51 kg,250,52.2,160,,,
2025/4/19,Talakitok (Crevalle),42 kg,250,52.2,160,,,
2025/4/19,Tamban (Indian Sardines),"17,987 kg",90,52.2,160,,,
2025/4/19,Sting Ray,239 kg,90,52.2,160,,,
2025/4/19,Tanguigue (Spanish Mackerel),300 kg,299,52.2,160,,,
2025/4/19,Tulingan (Frigate Tuna),656 kg,250,52.2,160,,,
2025/4/20,Alumahan (Striped Mackerel),"1,404 kg",150,52.2,160,,,
2025/4/20,Bangus (Milk Fish),72 kg,200,52.2,160,,,
2025/4/20,Bariles (Yellow Fin Tuna),706 kg,250,52.2,160,,,
2025/4/20,Culisi (Nemipterid),"2,181 Kg",140,52.2,160,,,
2025/4/20,Galunggong (Round Scad),"1,631 kg",180,52.2,160,,,
2025/4/20,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.2,160,,,
2025/4/20,Lapu-lapu (Grouper),16 kg,300,52.2,160,,,
2025/4/20,Malasugi (Blue Marlin),795 kg,310,52.2,160,,,
2025/4/20,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.2,160,,,
2025/4/20,Maya-maya (Snapper),19 kg,200,52.2,160,,,
2025/4/20,Mulmul (Parrot Fish),102 kg,180,52.2,160,,,
2025/4/20,Samaral (Siganid),51 kg,250,52.2,160,,,
2025/4/20,Talakitok (Crevalle),42 kg,250,52.2,160,,,
2025/4/20,Tamban (Indian Sardines),"17,987 kg",90,52.2,160,,,
2025/4/20,Sting Ray,239 kg,90,52.2,160,,,
2025/4/20,Tanguigue (Spanish Mackerel),300 kg,299,52.2,160,,,
2025/4/20,Tulingan (Frigate Tuna),656 kg,250,52.2,160,,,
2025/4/21,Alumahan (Striped Mackerel),"1,404 kg",160,52.2,160,,,
2025/4/21,Bangus (Milk Fish),72 kg,210,52.2,160,,,
2025/4/21,Bariles (Yellow Fin Tuna),706 kg,260,52.2,160,,,
2025/4/21,Culisi (Nemipterid),"2,181 Kg",150,52.2,160,,,
2025/4/21,Galunggong (Round Scad),"1,631 kg",190,52.2,160,,,
2025/4/21,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,52.2,160,,,
2025/4/21,Lapu-lapu (Grouper),16 kg,310,52.2,160,,,
2025/4/21,Malasugi (Blue Marlin),795 kg,320,52.2,160,,,
2025/4/21,Matang Baka (Big-eyed Scads),"2,750 kg",210,52.2,160,,,
2025/4/21,Maya-maya (Snapper),19 kg,210,52.2,160,,,
2025/4/21,Mulmul (Parrot Fish),102 kg,190,52.2,160,,,
2025/4/21,Samaral (Siganid),51 kg,260,52.2,160,,,
2025/4/21,Talakitok (Crevalle),42 kg,260,52.2,160,,,
2025/4/21,Tamban (Indian Sardines),"17,987 kg",100,52.2,160,,,
2025/4/21,Sting Ray,239 kg,100,52.2,160,,,
2025/4/21,Tanguigue (Spanish Mackerel),300 kg,309,52.2,160,,,
2025/4/21,Tulingan (Frigate Tuna),656 kg,260,52.2,160,,,
2025/4/22,Alumahan (Striped Mackerel),"1,404 kg",160,53.5,160,,,
2025/4/22,Bangus (Milk Fish),72 kg,210,53.5,160,,,
2025/4/22,Bariles (Yellow Fin Tuna),706 kg,260,53.5,160,,,
2025/4/22,Culisi (Nemipterid),"2,181 Kg",150,53.5,160,,,
2025/4/22,Galunggong (Round Scad),"1,631 kg",190,53.5,160,,,
2025/4/22,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,53.5,160,,,
2025/4/22,Lapu-lapu (Grouper),16 kg,310,53.5,160,,,
2025/4/22,Malasugi (Blue Marlin),795 kg,320,53.5,160,,,
2025/4/22,Matang Baka (Big-eyed Scads),"2,750 kg",210,53.5,160,,,
2025/4/22,Maya-maya (Snapper),19 kg,210,53.5,160,,,
2025/4/22,Mulmul (Parrot Fish),102 kg,190,53.5,160,,,
2025/4/22,Samaral (Siganid),51 kg,260,53.5,160,,,
2025/4/22,Talakitok (Crevalle),42 kg,260,53.5,160,,,
2025/4/22,Tamban (Indian Sardines),"17,987 kg",100,53.5,160,,,
2025/4/22,Sting Ray,239 kg,100,53.5,160,,,
2025/4/22,Tanguigue (Spanish Mackerel),300 kg,309,53.5,160,,,
2025/4/22,Tulingan (Frigate Tuna),656 kg,260,53.5,160,,,
2025/4/23,Alumahan (Striped Mackerel),"1,404 kg",160,53.5,160,,,
2025/4/23,Bangus (Milk Fish),72 kg,210,53.5,160,,,
2025/4/23,Bariles (Yellow Fin Tuna),706 kg,260,53.5,160,,,
2025/4/23,Culisi (Nemipterid),"2,181 Kg",150,53.5,160,,,
2025/4/23,Galunggong (Round Scad),"1,631 kg",190,53.5,160,,,
2025/4/23,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,53.5,160,,,
2025/4/23,Lapu-lapu (Grouper),16 kg,310,53.5,160,,,
2025/4/23,Malasugi (Blue Marlin),795 kg,320,53.5,160,,,
2025/4/23,Matang Baka (Big-eyed Scads),"2,750 kg",210,53.5,160,,,
2025/4/23,Maya-maya (Snapper),19 kg,210,53.5,160,,,
2025/4/23,Mulmul (Parrot Fish),102 kg,190,53.5,160,,,
2025/4/23,Samaral (Siganid),51 kg,260,53.5,160,,,
2025/4/23,Talakitok (Crevalle),42 kg,260,53.5,160,,,
2025/4/23,Tamban (Indian Sardines),"17,987 kg",100,53.5,160,,,
2025/4/23,Sting Ray,239 kg,100,53.5,160,,,
2025/4/23,Tanguigue (Spanish Mackerel),300 kg,309,53.5,160,,,
2025/4/23,Tulingan (Frigate Tuna),656 kg,260,53.5,160,,,
2025/4/24,Alumahan (Striped Mackerel),"1,404 kg",160,53.5,160,,,
2025/4/24,Bangus (Milk Fish),72 kg,210,53.5,160,,,
2025/4/24,Bariles (Yellow Fin Tuna),706 kg,260,53.5,160,,,
2025/4/24,Culisi (Nemipterid),"2,181 Kg",150,53.5,160,,,
2025/4/24,Galunggong (Round Scad),"1,631 kg",190,53.5,160,,,
2025/4/24,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,53.5,160,,,
2025/4/24,Lapu-lapu (Grouper),16 kg,310,53.5,160,,,
2025/4/24,Malasugi (Blue Marlin),795 kg,320,53.5,160,,,
2025/4/24,Matang Baka (Big-eyed Scads),"2,750 kg",210,53.5,160,,,
2025/4/24,Maya-maya (Snapper),19 kg,210,53.5,160,,,
2025/4/24,Mulmul (Parrot Fish),102 kg,190,53.5,160,,,
2025/4/24,Samaral (Siganid),51 kg,260,53.5,160,,,
2025/4/24,Talakitok (Crevalle),42 kg,260,53.5,160,,,
2025/4/24,Tamban (Indian Sardines),"17,987 kg",100,53.5,160,,,
2025/4/24,Sting Ray,239 kg,100,53.5,160,,,
2025/4/24,Tanguigue (Spanish Mackerel),300 kg,309,53.5,160,,,
2025/4/24,Tulingan (Frigate Tuna),656 kg,260,53.5,160,,,
2025/4/25,Alumahan (Striped Mackerel),"1,404 kg",160,53.5,160,,,
2025/4/25,Bangus (Milk Fish),72 kg,210,53.5,160,,,
2025/4/25,Bariles (Yellow Fin Tuna),706 kg,260,53.5,160,,,
2025/4/25,Culisi (Nemipterid),"2,181 Kg",150,53.5,160,,,
2025/4/25,Galunggong (Round Scad),"1,631 kg",190,53.5,160,,,
2025/4/25,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,53.5,160,,,
2025/4/25,Lapu-lapu (Grouper),16 kg,310,53.5,160,,,
2025/4/25,Malasugi (Blue Marlin),795 kg,320,53.5,160,,,
2025/4/25,Matang Baka (Big-eyed Scads),"2,750 kg",210,53.5,160,,,
2025/4/25,Maya-maya (Snapper),19 kg,210,53.5,160,,,
2025/4/25,Mulmul (Parrot Fish),102 kg,190,53.5,160,,,
2025/4/25,Samaral (Siganid),51 kg,260,53.5,160,,,
2025/4/25,Talakitok (Crevalle),42 kg,260,53.5,160,,,
2025/4/25,Tamban (Indian Sardines),"17,987 kg",100,53.5,160,,,
2025/4/25,Sting Ray,239 kg,100,53.5,160,,,
2025/4/25,Tanguigue (Spanish Mackerel),300 kg,309,53.5,160,,,
2025/4/25,Tulingan (Frigate Tuna),656 kg,260,53.5,160,,,
2025/4/26,Alumahan (Striped Mackerel),"1,404 kg",140,53.5,160,,,
2025/4/26,Bangus (Milk Fish),72 kg,190,53.5,160,,,
2025/4/26,Bariles (Yellow Fin Tuna),706 kg,240,53.5,160,,,
2025/4/26,Culisi (Nemipterid),"2,181 Kg",130,53.5,160,,,
2025/4/26,Galunggong (Round Scad),"1,631 kg",170,53.5,160,,,
2025/4/26,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,53.5,160,,,
2025/4/26,Lapu-lapu (Grouper),16 kg,290,53.5,160,,,
2025/4/26,Malasugi (Blue Marlin),795 kg,300,53.5,160,,,
2025/4/26,Matang Baka (Big-eyed Scads),"2,750 kg",190,53.5,160,,,
2025/4/26,Maya-maya (Snapper),19 kg,190,53.5,160,,,
2025/4/26,Mulmul (Parrot Fish),102 kg,170,53.5,160,,,
2025/4/26,Samaral (Siganid),51 kg,240,53.5,160,,,
2025/4/26,Talakitok (Crevalle),42 kg,240,53.5,160,,,
2025/4/26,Tamban (Indian Sardines),"17,987 kg",80,53.5,160,,,
2025/4/26,Sting Ray,239 kg,80,53.5,160,,,
2025/4/26,Tanguigue (Spanish Mackerel),300 kg,289,53.5,160,,,
2025/4/26,Tulingan (Frigate Tuna),656 kg,240,53.5,160,,,
2025/4/27,Alumahan (Striped Mackerel),"1,404 kg",140,53.5,160,,,
2025/4/27,Bangus (Milk Fish),72 kg,190,53.5,160,,,
2025/4/27,Bariles (Yellow Fin Tuna),706 kg,240,53.5,160,,,
2025/4/27,Culisi (Nemipterid),"2,181 Kg",130,53.5,160,,,
2025/4/27,Galunggong (Round Scad),"1,631 kg",170,53.5,160,,,
2025/4/27,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,53.5,160,,,
2025/4/27,Lapu-lapu (Grouper),16 kg,290,53.5,160,,,
2025/4/27,Malasugi (Blue Marlin),795 kg,300,53.5,160,,,
2025/4/27,Matang Baka (Big-eyed Scads),"2,750 kg",190,53.5,160,,,
2025/4/27,Maya-maya (Snapper),19 kg,190,53.5,160,,,
2025/4/27,Mulmul (Parrot Fish),102 kg,170,53.5,160,,,
2025/4/27,Samaral (Siganid),51 kg,240,53.5,160,,,
2025/4/27,Talakitok (Crevalle),42 kg,240,53.5,160,,,
2025/4/27,Tamban (Indian Sardines),"17,987 kg",80,53.5,160,,,
2025/4/27,Sting Ray,239 kg,80,53.5,160,,,
2025/4/27,Tanguigue (Spanish Mackerel),300 kg,289,53.5,160,,,
2025/4/27,Tulingan (Frigate Tuna),656 kg,240,53.5,160,,,
2025/4/28,Alumahan (Striped Mackerel),"1,404 kg",140,53.5,160,,,
2025/4/28,Bangus (Milk Fish),72 kg,190,53.5,160,,,
2025/4/28,Bariles (Yellow Fin Tuna),706 kg,240,53.5,160,,,
2025/4/28,Culisi (Nemipterid),"2,181 Kg",130,53.5,160,,,
2025/4/28,Galunggong (Round Scad),"1,631 kg",170,53.5,160,,,
2025/4/28,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,53.5,160,,,
2025/4/28,Lapu-lapu (Grouper),16 kg,290,53.5,160,,,
2025/4/28,Malasugi (Blue Marlin),795 kg,300,53.5,160,,,
2025/4/28,Matang Baka (Big-eyed Scads),"2,750 kg",190,53.5,160,,,
2025/4/28,Maya-maya (Snapper),19 kg,190,53.5,160,,,
2025/4/28,Mulmul (Parrot Fish),102 kg,170,53.5,160,,,
2025/4/28,Samaral (Siganid),51 kg,240,53.5,160,,,
2025/4/28,Talakitok (Crevalle),42 kg,240,53.5,160,,,
2025/4/28,Tamban (Indian Sardines),"17,987 kg",80,53.5,160,,,
2025/4/28,Sting Ray,239 kg,80,53.5,160,,,
2025/4/28,Tanguigue (Spanish Mackerel),300 kg,289,53.5,160,,,
2025/4/28,Tulingan (Frigate Tuna),656 kg,240,53.5,160,,,
2025/4/29,Alumahan (Striped Mackerel),"1,404 kg",140,52.7,160,,,
2025/4/29,Bangus (Milk Fish),72 kg,190,52.7,160,,,
2025/4/29,Bariles (Yellow Fin Tuna),706 kg,240,52.7,160,,,
2025/4/29,Culisi (Nemipterid),"2,181 Kg",130,52.7,160,,,
2025/4/29,Galunggong (Round Scad),"1,631 kg",170,52.7,160,,,
2025/4/29,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,52.7,160,,,
2025/4/29,Lapu-lapu (Grouper),16 kg,290,52.7,160,,,
2025/4/29,Malasugi (Blue Marlin),795 kg,300,52.7,160,,,
2025/4/29,Matang Baka (Big-eyed Scads),"2,750 kg",190,52.7,160,,,
2025/4/29,Maya-maya (Snapper),19 kg,190,52.7,160,,,
2025/4/29,Mulmul (Parrot Fish),102 kg,170,52.7,160,,,
2025/4/29,Samaral (Siganid),51 kg,240,52.7,160,,,
2025/4/29,Talakitok (Crevalle),42 kg,240,52.7,160,,,
2025/4/29,Tamban (Indian Sardines),"17,987 kg",80,52.7,160,,,
2025/4/29,Sting Ray,239 kg,80,52.7,160,,,
2025/4/29,Tanguigue (Spanish Mackerel),300 kg,289,52.7,160,,,
2025/4/29,Tulingan (Frigate Tuna),656 kg,240,52.7,160,,,
2025/4/30,Alumahan (Striped Mackerel),"1,404 kg",140,52.7,160,,,
2025/4/30,Bangus (Milk Fish),72 kg,190,52.7,160,,,
2025/4/30,Bariles (Yellow Fin Tuna),706 kg,240,52.7,160,,,
2025/4/30,Culisi (Nemipterid),"2,181 Kg",130,52.7,160,,,
2025/4/30,Galunggong (Round Scad),"1,631 kg",170,52.7,160,,,
2025/4/30,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,52.7,160,,,
2025/4/30,Lapu-lapu (Grouper),16 kg,290,52.7,160,,,
2025/4/30,Malasugi (Blue Marlin),795 kg,300,52.7,160,,,
2025/4/30,Matang Baka (Big-eyed Scads),"2,750 kg",190,52.7,160,,,
2025/4/30,Maya-maya (Snapper),19 kg,190,52.7,160,,,
2025/4/30,Mulmul (Parrot Fish),102 kg,170,52.7,160,,,
2025/4/30,Samaral (Siganid),51 kg,240,52.7,160,,,
2025/4/30,Talakitok (Crevalle),42 kg,240,52.7,160,,,
2025/4/30,Tamban (Indian Sardines),"17,987 kg",80,52.7,160,,,
2025/4/30,Sting Ray,239 kg,80,52.7,160,,,
2025/4/30,Tanguigue (Spanish Mackerel),300 kg,289,52.7,160,,,
2025/4/30,Tulingan (Frigate Tuna),656 kg,240,52.7,160,,,
2025/5/1,Alumahan (Striped Mackerel),"1,404 kg",150,52.7,160,,,
2025/5/1,Bangus (Milk Fish),72 kg,200,52.7,160,,,
2025/5/1,Bariles (Yellow Fin Tuna),706 kg,250,52.7,160,,,
2025/5/1,Culisi (Nemipterid),"2,181 Kg",140,52.7,160,,,
2025/5/1,Galunggong (Round Scad),"1,631 kg",180,52.7,160,,,
2025/5/1,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.7,160,,,
2025/5/1,Lapu-lapu (Grouper),16 kg,300,52.7,160,,,
2025/5/1,Malasugi (Blue Marlin),795 kg,310,52.7,160,,,
2025/5/1,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.7,160,,,
2025/5/1,Maya-maya (Snapper),19 kg,200,52.7,160,,,
2025/5/1,Mulmul (Parrot Fish),102 kg,180,52.7,160,,,
2025/5/1,Samaral (Siganid),51 kg,250,52.7,160,,,
2025/5/1,Talakitok (Crevalle),42 kg,250,52.7,160,,,
2025/5/1,Tamban (Indian Sardines),"17,987 kg",90,52.7,160,,,
2025/5/1,Sting Ray,239 kg,90,52.7,160,,,
2025/5/1,Tanguigue (Spanish Mackerel),300 kg,299,52.7,160,,,
2025/5/1,Tulingan (Frigate Tuna),656 kg,250,52.7,160,,,
2025/5/2,Alumahan (Striped Mackerel),"1,404 kg",150,52.7,160,,,
2025/5/2,Bangus (Milk Fish),72 kg,200,52.7,160,,,
2025/5/2,Bariles (Yellow Fin Tuna),706 kg,250,52.7,160,,,
2025/5/2,Culisi (Nemipterid),"2,181 Kg",140,52.7,160,,,
2025/5/2,Galunggong (Round Scad),"1,631 kg",180,52.7,160,,,
2025/5/2,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.7,160,,,
2025/5/2,Lapu-lapu (Grouper),16 kg,300,52.7,160,,,
2025/5/2,Malasugi (Blue Marlin),795 kg,310,52.7,160,,,
2025/5/2,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.7,160,,,
2025/5/2,Maya-maya (Snapper),19 kg,200,52.7,160,,,
2025/5/2,Mulmul (Parrot Fish),102 kg,180,52.7,160,,,
2025/5/2,Samaral (Siganid),51 kg,250,52.7,160,,,
2025/5/2,Talakitok (Crevalle),42 kg,250,52.7,160,,,
2025/5/2,Tamban (Indian Sardines),"17,987 kg",90,52.7,160,,,
2025/5/2,Sting Ray,239 kg,90,52.7,160,,,
2025/5/2,Tanguigue (Spanish Mackerel),300 kg,299,52.7,160,,,
2025/5/2,Tulingan (Frigate Tuna),656 kg,250,52.7,160,,,
2025/5/3,Alumahan (Striped Mackerel),"1,404 kg",150,52.7,160,,,
2025/5/3,Bangus (Milk Fish),72 kg,200,52.7,160,,,
2025/5/3,Bariles (Yellow Fin Tuna),706 kg,250,52.7,160,,,
2025/5/3,Culisi (Nemipterid),"2,181 Kg",140,52.7,160,,,
2025/5/3,Galunggong (Round Scad),"1,631 kg",180,52.7,160,,,
2025/5/3,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.7,160,,,
2025/5/3,Lapu-lapu (Grouper),16 kg,300,52.7,160,,,
2025/5/3,Malasugi (Blue Marlin),795 kg,310,52.7,160,,,
2025/5/3,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.7,160,,,
2025/5/3,Maya-maya (Snapper),19 kg,200,52.7,160,,,
2025/5/3,Mulmul (Parrot Fish),102 kg,180,52.7,160,,,
2025/5/3,Samaral (Siganid),51 kg,250,52.7,160,,,
2025/5/3,Talakitok (Crevalle),42 kg,250,52.7,160,,,
2025/5/3,Tamban (Indian Sardines),"17,987 kg",90,52.7,160,,,
2025/5/3,Sting Ray,239 kg,90,52.7,160,,,
2025/5/3,Tanguigue (Spanish Mackerel),300 kg,299,52.7,160,,,
2025/5/3,Tulingan (Frigate Tuna),656 kg,250,52.7,160,,,
2025/5/4,Alumahan (Striped Mackerel),"1,404 kg",150,52.7,160,,,
2025/5/4,Bangus (Milk Fish),72 kg,200,52.7,160,,,
2025/5/4,Bariles (Yellow Fin Tuna),706 kg,250,52.7,160,,,
2025/5/4,Culisi (Nemipterid),"2,181 Kg",140,52.7,160,,,
2025/5/4,Galunggong (Round Scad),"1,631 kg",180,52.7,160,,,
2025/5/4,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.7,160,,,
2025/5/4,Lapu-lapu (Grouper),16 kg,300,52.7,160,,,
2025/5/4,Malasugi (Blue Marlin),795 kg,310,52.7,160,,,
2025/5/4,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.7,160,,,
2025/5/4,Maya-maya (Snapper),19 kg,200,52.7,160,,,
2025/5/4,Mulmul (Parrot Fish),102 kg,180,52.7,160,,,
2025/5/4,Samaral (Siganid),51 kg,250,52.7,160,,,
2025/5/4,Talakitok (Crevalle),42 kg,250,52.7,160,,,
2025/5/4,Tamban (Indian Sardines),"17,987 kg",90,52.7,160,,,
2025/5/4,Sting Ray,239 kg,90,52.7,160,,,
2025/5/4,Tanguigue (Spanish Mackerel),300 kg,299,52.7,160,,,
2025/5/4,Tulingan (Frigate Tuna),656 kg,250,52.7,160,,,
2025/5/5,Alumahan (Striped Mackerel),"1,404 kg",150,52.7,160,,,
2025/5/5,Bangus (Milk Fish),72 kg,200,52.7,160,,,
2025/5/5,Bariles (Yellow Fin Tuna),706 kg,250,52.7,160,,,
2025/5/5,Culisi (Nemipterid),"2,181 Kg",140,52.7,160,,,
2025/5/5,Galunggong (Round Scad),"1,631 kg",180,52.7,160,,,
2025/5/5,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.7,160,,,
2025/5/5,Lapu-lapu (Grouper),16 kg,300,52.7,160,,,
2025/5/5,Malasugi (Blue Marlin),795 kg,310,52.7,160,,,
2025/5/5,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.7,160,,,
2025/5/5,Maya-maya (Snapper),19 kg,200,52.7,160,,,
2025/5/5,Mulmul (Parrot Fish),102 kg,180,52.7,160,,,
2025/5/5,Samaral (Siganid),51 kg,250,52.7,160,,,
2025/5/5,Talakitok (Crevalle),42 kg,250,52.7,160,,,
2025/5/5,Tamban (Indian Sardines),"17,987 kg",90,52.7,160,,,
2025/5/5,Sting Ray,239 kg,90,52.7,160,,,
2025/5/5,Tanguigue (Spanish Mackerel),300 kg,299,52.7,160,,,
2025/5/5,Tulingan (Frigate Tuna),656 kg,250,52.7,160,,,
2025/5/6,Alumahan (Striped Mackerel),"1,404 kg",160,52.05,160,,,
2025/5/6,Bangus (Milk Fish),72 kg,210,52.05,160,,,
2025/5/6,Bariles (Yellow Fin Tuna),706 kg,260,52.05,160,,,
2025/5/6,Culisi (Nemipterid),"2,181 Kg",150,52.05,160,,,
2025/5/6,Galunggong (Round Scad),"1,631 kg",190,52.05,160,,,
2025/5/6,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,52.05,160,,,
2025/5/6,Lapu-lapu (Grouper),16 kg,310,52.05,160,,,
2025/5/6,Malasugi (Blue Marlin),795 kg,320,52.05,160,,,
2025/5/6,Matang Baka (Big-eyed Scads),"2,750 kg",210,52.05,160,,,
2025/5/6,Maya-maya (Snapper),19 kg,210,52.05,160,,,
2025/5/6,Mulmul (Parrot Fish),102 kg,190,52.05,160,,,
2025/5/6,Samaral (Siganid),51 kg,260,52.05,160,,,
2025/5/6,Talakitok (Crevalle),42 kg,260,52.05,160,,,
2025/5/6,Tamban (Indian Sardines),"17,987 kg",100,52.05,160,,,
2025/5/6,Sting Ray,239 kg,100,52.05,160,,,
2025/5/6,Tanguigue (Spanish Mackerel),300 kg,309,52.05,160,,,
2025/5/6,Tulingan (Frigate Tuna),656 kg,260,52.05,160,,,
2025/5/7,Alumahan (Striped Mackerel),"1,404 kg",160,52.05,160,,,
2025/5/7,Bangus (Milk Fish),72 kg,210,52.05,160,,,
2025/5/7,Bariles (Yellow Fin Tuna),706 kg,260,52.05,160,,,
2025/5/7,Culisi (Nemipterid),"2,181 Kg",150,52.05,160,,,
2025/5/7,Galunggong (Round Scad),"1,631 kg",190,52.05,160,,,
2025/5/7,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,52.05,160,,,
2025/5/7,Lapu-lapu (Grouper),16 kg,310,52.05,160,,,
2025/5/7,Malasugi (Blue Marlin),795 kg,320,52.05,160,,,
2025/5/7,Matang Baka (Big-eyed Scads),"2,750 kg",210,52.05,160,,,
2025/5/7,Maya-maya (Snapper),19 kg,210,52.05,160,,,
2025/5/7,Mulmul (Parrot Fish),102 kg,190,52.05,160,,,
2025/5/7,Samaral (Siganid),51 kg,260,52.05,160,,,
2025/5/7,Talakitok (Crevalle),42 kg,260,52.05,160,,,
2025/5/7,Tamban (Indian Sardines),"17,987 kg",100,52.05,160,,,
2025/5/7,Sting Ray,239 kg,100,52.05,160,,,
2025/5/7,Tanguigue (Spanish Mackerel),300 kg,309,52.05,160,,,
2025/5/7,Tulingan (Frigate Tuna),656 kg,260,52.05,160,,,
2025/5/8,Alumahan (Striped Mackerel),"1,404 kg",160,52.05,160,,,
2025/5/8,Bangus (Milk Fish),72 kg,210,52.05,160,,,
2025/5/8,Bariles (Yellow Fin Tuna),706 kg,260,52.05,160,,,
2025/5/8,Culisi (Nemipterid),"2,181 Kg",150,52.05,160,,,
2025/5/8,Galunggong (Round Scad),"1,631 kg",190,52.05,160,,,
2025/5/8,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,52.05,160,,,
2025/5/8,Lapu-lapu (Grouper),16 kg,310,52.05,160,,,
2025/5/8,Malasugi (Blue Marlin),795 kg,320,52.05,160,,,
2025/5/8,Matang Baka (Big-eyed Scads),"2,750 kg",210,52.05,160,,,
2025/5/8,Maya-maya (Snapper),19 kg,210,52.05,160,,,
2025/5/8,Mulmul (Parrot Fish),102 kg,190,52.05,160,,,
2025/5/8,Samaral (Siganid),51 kg,260,52.05,160,,,
2025/5/8,Talakitok (Crevalle),42 kg,260,52.05,160,,,
2025/5/8,Tamban (Indian Sardines),"17,987 kg",100,52.05,160,,,
2025/5/8,Sting Ray,239 kg,100,52.05,160,,,
2025/5/8,Tanguigue (Spanish Mackerel),300 kg,309,52.05,160,,,
2025/5/8,Tulingan (Frigate Tuna),656 kg,260,52.05,160,,,
2025/5/9,Alumahan (Striped Mackerel),"1,404 kg",160,52.05,160,,,
2025/5/9,Bangus (Milk Fish),72 kg,210,52.05,160,,,
2025/5/9,Bariles (Yellow Fin Tuna),706 kg,260,52.05,160,,,
2025/5/9,Culisi (Nemipterid),"2,181 Kg",150,52.05,160,,,
2025/5/9,Galunggong (Round Scad),"1,631 kg",190,52.05,160,,,
2025/5/9,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,52.05,160,,,
2025/5/9,Lapu-lapu (Grouper),16 kg,310,52.05,160,,,
2025/5/9,Malasugi (Blue Marlin),795 kg,320,52.05,160,,,
2025/5/9,Matang Baka (Big-eyed Scads),"2,750 kg",210,52.05,160,,,
2025/5/9,Maya-maya (Snapper),19 kg,210,52.05,160,,,
2025/5/9,Mulmul (Parrot Fish),102 kg,190,52.05,160,,,
2025/5/9,Samaral (Siganid),51 kg,260,52.05,160,,,
2025/5/9,Talakitok (Crevalle),42 kg,260,52.05,160,,,
2025/5/9,Tamban (Indian Sardines),"17,987 kg",100,52.05,160,,,
2025/5/9,Sting Ray,239 kg,100,52.05,160,,,
2025/5/9,Tanguigue (Spanish Mackerel),300 kg,309,52.05,160,,,
2025/5/9,Tulingan (Frigate Tuna),656 kg,260,52.05,160,,,
2025/5/10,Alumahan (Striped Mackerel),"1,404 kg",160,52.05,160,,,
2025/5/10,Bangus (Milk Fish),72 kg,210,52.05,160,,,
2025/5/10,Bariles (Yellow Fin Tuna),706 kg,260,52.05,160,,,
2025/5/10,Culisi (Nemipterid),"2,181 Kg",150,52.05,160,,,
2025/5/10,Galunggong (Round Scad),"1,631 kg",190,52.05,160,,,
2025/5/10,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,52.05,160,,,
2025/5/10,Lapu-lapu (Grouper),16 kg,310,52.05,160,,,
2025/5/10,Malasugi (Blue Marlin),795 kg,320,52.05,160,,,
2025/5/10,Matang Baka (Big-eyed Scads),"2,750 kg",210,52.05,160,,,
2025/5/10,Maya-maya (Snapper),19 kg,210,52.05,160,,,
2025/5/10,Mulmul (Parrot Fish),102 kg,190,52.05,160,,,
2025/5/10,Samaral (Siganid),51 kg,260,52.05,160,,,
